in:Length,in:Height,in:Division,in:Truss type,out:Translation,out:TotalWeight,out:Frequency,img
14,2,4,VIERENDEEL,43.222,1159.754,9.57,14_2_4_VIERENDEEL.png
15,2,4,VIERENDEEL,48.104,1240.846,8.783,15_2_4_VIERENDEEL.png
16,2,4,VIERENDEEL,57.634,1302.888,7.843,16_2_4_VIERENDEEL.png
17,2,4,VIERENDEEL,64.899,1454.734,7.035,17_2_4_VIERENDEEL.png
18,2,4,VIERENDEEL,55.892,1702.393,7.081,18_2_4_VIERENDEEL.png
19,2,4,VIERENDEEL,65.224,1776.409,6.432,19_2_4_VIERENDEEL.png
20,2,4,VIERENDEEL,75.57,1850.427,5.869,20_2_4_VIERENDEEL.png
21,2,4,VIERENDEEL,79.559,2161.534,5.36,21_2_4_VIERENDEEL.png
22,2,4,VIERENDEEL,91.1,2244.67,4.93,22_2_4_VIERENDEEL.png
23,2,4,VIERENDEEL,95.343,2612.935,4.533,23_2_4_VIERENDEEL.png
24,2,4,VIERENDEEL,108.118,2706.253,4.197,24_2_4_VIERENDEEL.png
25,2,4,VIERENDEEL,76.724,3061.388,4.751,25_2_4_VIERENDEEL.png
10,3,4,VIERENDEEL,32.849,819.306,13.066,10_3_4_VIERENDEEL.png
11,3,4,VIERENDEEL,38.149,908.403,11.542,11_3_4_VIERENDEEL.png
12,3,4,VIERENDEEL,41.233,1074.925,10.238,12_3_4_VIERENDEEL.png
13,3,4,VIERENDEEL,51.265,1133.157,8.95,13_3_4_VIERENDEEL.png
14,3,4,VIERENDEEL,48.93,1305.334,8.61,14_3_4_VIERENDEEL.png
15,3,4,VIERENDEEL,53.715,1395.956,7.96,15_3_4_VIERENDEEL.png
16,3,4,VIERENDEEL,61.944,1523.31,7.121,16_3_4_VIERENDEEL.png
17,3,4,VIERENDEEL,58.99,1723.61,6.915,17_3_4_VIERENDEEL.png
18,3,4,VIERENDEEL,61.86,1887.438,6.493,18_3_4_VIERENDEEL.png
19,3,4,VIERENDEEL,72.03,1961.454,5.915,19_3_4_VIERENDEEL.png
20,3,4,VIERENDEEL,83.276,2035.472,5.412,20_3_4_VIERENDEEL.png
21,3,4,VIERENDEEL,89.898,2300.984,4.946,21_3_4_VIERENDEEL.png
22,3,4,VIERENDEEL,100.119,2452.51,4.568,22_3_4_VIERENDEEL.png
23,3,4,VIERENDEEL,107.271,2769.86,4.201,23_3_4_VIERENDEEL.png
24,3,4,VIERENDEEL,118.531,2939.553,3.906,24_3_4_VIERENDEEL.png
25,3,4,VIERENDEEL,94.951,3251.053,4.207,25_3_4_VIERENDEEL.png
10,4,4,VIERENDEEL,36.09,925.231,11.877,10_4_4_VIERENDEEL.png
11,4,4,VIERENDEEL,42.488,997.654,10.534,11_4_4_VIERENDEEL.png
12,4,4,VIERENDEEL,48.939,1174.41,9.099,12_4_4_VIERENDEEL.png
13,4,4,VIERENDEEL,45.961,1308.077,8.934,13_4_4_VIERENDEEL.png
14,4,4,VIERENDEEL,55.736,1388.144,7.894,14_4_4_VIERENDEEL.png
15,4,4,VIERENDEEL,65.3,1512.951,7.024,15_4_4_VIERENDEEL.png
16,4,4,VIERENDEEL,68.136,1678.415,6.556,16_4_4_VIERENDEEL.png
17,4,4,VIERENDEEL,65.089,1878.715,6.387,17_4_4_VIERENDEEL.png
18,4,4,VIERENDEEL,74.986,1993.553,5.802,18_4_4_VIERENDEEL.png
19,4,4,VIERENDEEL,78.861,2146.494,5.48,19_4_4_VIERENDEEL.png
20,4,4,VIERENDEEL,85.771,2402.888,5.009,20_4_4_VIERENDEEL.png
21,4,4,VIERENDEEL,98.425,2486.024,4.608,21_4_4_VIERENDEEL.png
22,4,4,VIERENDEEL,103.314,2884.38,4.24,22_4_4_VIERENDEEL.png
23,4,4,VIERENDEEL,117.309,2977.7,3.927,23_4_4_VIERENDEEL.png
24,4,4,VIERENDEEL,129.275,3172.848,3.652,24_4_4_VIERENDEEL.png
25,4,4,VIERENDEEL,104.585,3484.348,3.926,25_4_4_VIERENDEEL.png
10,5,4,VIERENDEEL,39.68,976.261,11.094,10_5_4_VIERENDEEL.png
11,5,4,VIERENDEEL,45.903,1170.178,9.474,11_5_4_VIERENDEEL.png
12,5,4,VIERENDEEL,54.383,1231.47,8.483,12_5_4_VIERENDEEL.png
13,5,4,VIERENDEEL,49.703,1433.462,8.299,13_5_4_VIERENDEEL.png
14,5,4,VIERENDEEL,60.895,1495.504,7.347,14_5_4_VIERENDEEL.png
15,5,4,VIERENDEEL,68.445,1719.761,6.523,15_5_4_VIERENDEEL.png
16,5,4,VIERENDEEL,59.735,1959.802,6.592,16_5_4_VIERENDEEL.png
17,5,4,VIERENDEEL,70.624,2033.82,5.962,17_5_4_VIERENDEEL.png
18,5,4,VIERENDEEL,82.733,2107.838,5.421,18_5_4_VIERENDEEL.png
19,5,4,VIERENDEEL,85.406,2331.539,5.117,19_5_4_VIERENDEEL.png
20,5,4,VIERENDEEL,92.94,2587.933,4.694,20_5_4_VIERENDEEL.png
21,5,4,VIERENDEEL,106.581,2671.069,4.325,21_5_4_VIERENDEEL.png
22,5,4,VIERENDEEL,115.079,2978.235,3.982,22_5_4_VIERENDEEL.png
23,5,4,VIERENDEEL,127,3185.54,3.695,23_5_4_VIERENDEEL.png
24,5,4,VIERENDEEL,104.024,3488.312,3.95,24_5_4_VIERENDEEL.png
25,5,4,VIERENDEEL,113.712,3717.648,3.693,25_5_4_VIERENDEEL.png
10,1,5,VIERENDEEL,19.588,651.982,20.119,10_1_5_VIERENDEEL.png
11,1,5,VIERENDEEL,24.224,726.374,17.17,11_1_5_VIERENDEEL.png
12,1,5,VIERENDEEL,26.004,884.906,15.054,12_1_5_VIERENDEEL.png
13,1,5,VIERENDEEL,26.283,992.678,14.21,13_1_5_VIERENDEEL.png
14,1,5,VIERENDEEL,31.66,1066.966,12.512,14_1_5_VIERENDEEL.png
15,1,5,VIERENDEEL,35.899,1152.69,11.32,15_1_5_VIERENDEEL.png
16,1,5,VIERENDEEL,41.266,1280.044,10.056,16_1_5_VIERENDEEL.png
17,1,5,VIERENDEEL,39.03,1480.344,9.7,17_1_5_VIERENDEEL.png
18,1,5,VIERENDEEL,44.694,1581.716,8.798,18_1_5_VIERENDEEL.png
19,1,5,VIERENDEEL,52.108,1655.732,7.98,19_1_5_VIERENDEEL.png
20,1,5,VIERENDEEL,54.879,1942.678,7.251,20_1_5_VIERENDEEL.png
21,1,5,VIERENDEEL,63.163,2025.814,6.635,21_1_5_VIERENDEEL.png
22,1,5,VIERENDEEL,62.967,2359.158,6.22,22_1_5_VIERENDEEL.png
23,1,5,VIERENDEEL,71.808,2452.478,5.729,23_1_5_VIERENDEEL.png
24,1,5,VIERENDEEL,67.71,2650.523,5.734,24_1_5_VIERENDEEL.png
25,1,5,VIERENDEEL,64.944,2857.296,5.678,25_1_5_VIERENDEEL.png
10,2,5,VIERENDEEL,23.259,802.444,16.99,10_2_5_VIERENDEEL.png
11,2,5,VIERENDEEL,29.22,872.422,14.537,11_2_5_VIERENDEEL.png
12,2,5,VIERENDEEL,32.816,1048.172,12.575,12_2_5_VIERENDEEL.png
13,2,5,VIERENDEEL,30.024,1178.804,12.436,13_2_5_VIERENDEEL.png
14,2,5,VIERENDEEL,36.526,1240.846,10.996,14_2_5_VIERENDEEL.png
15,2,5,VIERENDEEL,43.027,1327.38,9.814,15_2_5_VIERENDEEL.png
16,2,5,VIERENDEEL,40.203,1565.233,9.425,16_2_5_VIERENDEEL.png
17,2,5,VIERENDEEL,42.737,1702.392,8.794,17_2_5_VIERENDEEL.png
18,2,5,VIERENDEEL,49.92,1776.41,7.977,18_2_5_VIERENDEEL.png
19,2,5,VIERENDEEL,56.046,1905.14,7.299,19_2_5_VIERENDEEL.png
20,2,5,VIERENDEEL,58.9,2222.632,6.66,20_2_5_VIERENDEEL.png
21,2,5,VIERENDEEL,67.491,2305.768,6.121,21_2_5_VIERENDEEL.png
22,2,5,VIERENDEEL,64.117,2665.296,5.891,22_2_5_VIERENDEEL.png
23,2,5,VIERENDEEL,72.888,2758.616,5.444,23_2_5_VIERENDEEL.png
24,2,5,VIERENDEEL,69.073,2956.661,5.458,24_2_5_VIERENDEEL.png
25,2,5,VIERENDEEL,65.869,3163.434,5.435,25_2_5_VIERENDEEL.png
10,3,5,VIERENDEEL,29.963,929.596,14.152,10_3_5_VIERENDEEL.png
11,3,5,VIERENDEEL,32.357,1091.922,12.577,11_3_5_VIERENDEEL.png
12,3,5,VIERENDEEL,33.585,1212.102,11.769,12_3_5_VIERENDEEL.png
13,3,5,VIERENDEEL,39.648,1330.64,10.372,13_3_5_VIERENDEEL.png
14,3,5,VIERENDEEL,42.289,1426.978,9.692,14_3_5_VIERENDEEL.png
15,3,5,VIERENDEEL,49.144,1550.25,8.647,15_3_5_VIERENDEEL.png
16,3,5,VIERENDEEL,41.623,1850.428,8.684,16_3_5_VIERENDEEL.png
17,3,5,VIERENDEEL,48.902,1924.446,7.865,17_3_5_VIERENDEEL.png
18,3,5,VIERENDEEL,56.972,1998.464,7.159,18_3_5_VIERENDEEL.png
19,3,5,VIERENDEEL,63.538,2154.548,6.56,19_3_5_VIERENDEEL.png
20,3,5,VIERENDEEL,69.059,2410.942,5.992,20_3_5_VIERENDEEL.png
21,3,5,VIERENDEEL,76.242,2585.728,5.536,21_3_5_VIERENDEEL.png
22,3,5,VIERENDEEL,82.131,2892.894,5.089,22_3_5_VIERENDEEL.png
23,3,5,VIERENDEEL,79.751,3064.76,5.023,23_3_5_VIERENDEEL.png
24,3,5,VIERENDEEL,65.353,3367.532,5.364,24_3_5_VIERENDEEL.png
25,3,5,VIERENDEEL,73.237,3469.578,5.004,25_3_5_VIERENDEEL.png
10,4,5,VIERENDEEL,32.642,1093.698,12.644,10_4_5_VIERENDEEL.png
11,4,5,VIERENDEEL,40.308,1211.304,10.845,11_4_5_VIERENDEEL.png
12,4,5,VIERENDEEL,38.511,1346.34,10.558,12_4_5_VIERENDEEL.png
13,4,5,VIERENDEEL,45.031,1505.33,9.282,13_4_5_VIERENDEEL.png
14,4,5,VIERENDEEL,46.446,1670.252,8.688,14_4_5_VIERENDEEL.png
15,4,5,VIERENDEEL,46.449,1854.766,8.296,15_4_5_VIERENDEEL.png
16,4,5,VIERENDEEL,53.803,1977.766,7.489,16_4_5_VIERENDEEL.png
17,4,5,VIERENDEEL,55.132,2146.494,7.121,17_4_5_VIERENDEEL.png
18,4,5,VIERENDEEL,64.146,2220.512,6.498,18_4_5_VIERENDEEL.png
19,4,5,VIERENDEEL,70.351,2467.786,5.924,19_4_5_VIERENDEEL.png
20,4,5,VIERENDEEL,77.651,2660.35,5.463,20_4_5_VIERENDEEL.png
21,4,5,VIERENDEEL,84.33,2957.334,5.014,21_4_5_VIERENDEEL.png
22,4,5,VIERENDEEL,92.219,3172.848,4.659,22_4_5_VIERENDEEL.png
23,4,5,VIERENDEEL,78.945,3466.894,4.878,23_4_5_VIERENDEEL.png
24,4,5,VIERENDEEL,72.839,3673.67,4.942,24_4_5_VIERENDEEL.png
25,4,5,VIERENDEEL,81.508,3775.716,4.619,25_4_5_VIERENDEEL.png
10,5,5,VIERENDEEL,35.777,1221.546,11.551,10_5_5_VIERENDEEL.png
11,5,5,VIERENDEEL,36.63,1395.914,10.746,11_5_5_VIERENDEEL.png
12,5,5,VIERENDEEL,42.428,1496.802,9.65,12_5_5_VIERENDEEL.png
13,5,5,VIERENDEEL,51.767,1585.874,8.5,13_5_5_VIERENDEEL.png
14,5,5,VIERENDEEL,48.495,1909.712,8.09,14_5_5_VIERENDEEL.png
15,5,5,VIERENDEEL,51.442,2040.892,7.609,15_5_5_VIERENDEEL.png
16,5,5,VIERENDEEL,60.987,2114.908,6.871,16_5_5_VIERENDEEL.png
17,5,5,VIERENDEEL,61.121,2368.548,6.526,17_5_5_VIERENDEEL.png
18,5,5,VIERENDEEL,67.554,2606.704,5.952,18_5_5_VIERENDEEL.png
19,5,5,VIERENDEEL,77.99,2689.84,5.461,19_5_5_VIERENDEEL.png
20,5,5,VIERENDEEL,82.017,3113.422,5.014,20_5_5_VIERENDEEL.png
21,5,5,VIERENDEEL,93.499,3206.742,4.636,21_5_5_VIERENDEEL.png
22,5,5,VIERENDEEL,102.153,3452.808,4.305,22_5_5_VIERENDEEL.png
23,5,5,VIERENDEEL,87.801,3746.854,4.513,23_5_5_VIERENDEEL.png
24,5,5,VIERENDEEL,80.395,3979.808,4.587,24_5_5_VIERENDEEL.png
25,5,5,VIERENDEEL,89.879,4081.854,4.293,25_5_5_VIERENDEEL.png
10,1,6,VIERENDEEL,18.468,705.338,21.995,10_1_6_VIERENDEEL.png
11,1,6,VIERENDEEL,19.915,857.695,19.247,11_1_6_VIERENDEEL.png
12,1,6,VIERENDEEL,20.826,961.657,17.829,12_1_6_VIERENDEEL.png
13,1,6,VIERENDEEL,25.228,1037.986,15.622,13_1_6_VIERENDEEL.png
14,1,6,VIERENDEEL,28.442,1127.657,14.149,14_1_6_VIERENDEEL.png
15,1,6,VIERENDEEL,32.965,1250.929,12.511,15_1_6_VIERENDEEL.png
16,1,6,VIERENDEEL,31.995,1443.335,11.893,16_1_6_VIERENDEEL.png
17,1,6,VIERENDEEL,36.622,1549.266,10.767,17_1_6_VIERENDEEL.png
18,1,6,VIERENDEEL,42.872,1623.284,9.739,18_1_6_VIERENDEEL.png
19,1,6,VIERENDEEL,45.184,1906.202,8.828,19_1_6_VIERENDEEL.png
20,1,6,VIERENDEEL,48.21,2019.879,8.328,20_1_6_VIERENDEEL.png
21,1,6,VIERENDEEL,51.483,2316.863,7.586,21_1_6_VIERENDEEL.png
22,1,6,VIERENDEEL,58.864,2410.181,6.973,22_1_6_VIERENDEEL.png
23,1,6,VIERENDEEL,48.813,2704.227,7.303,23_1_6_VIERENDEEL.png
24,1,6,VIERENDEEL,55.119,2806.273,6.765,24_1_6_VIERENDEEL.png
25,1,6,VIERENDEEL,61.968,2908.319,6.285,25_1_6_VIERENDEEL.png
10,2,6,VIERENDEEL,23.081,870.619,17.989,10_2_6_VIERENDEEL.png
11,2,6,VIERENDEEL,26.151,1048.172,15.466,11_2_6_VIERENDEEL.png
12,2,6,VIERENDEEL,24.248,1178.804,15.184,12_2_6_VIERENDEEL.png
13,2,6,VIERENDEEL,29.73,1240.846,13.371,13_2_6_VIERENDEEL.png
14,2,6,VIERENDEEL,35.113,1331.462,11.902,14_2_6_VIERENDEEL.png
15,2,6,VIERENDEEL,29.905,1628.375,11.753,15_2_6_VIERENDEEL.png
16,2,6,VIERENDEEL,35.374,1702.391,10.581,16_2_6_VIERENDEEL.png
17,2,6,VIERENDEEL,41.464,1776.409,9.58,17_2_6_VIERENDEEL.png
18,2,6,VIERENDEEL,46.379,1914.26,8.762,18_2_6_VIERENDEEL.png
19,2,6,VIERENDEEL,48.735,2232.815,7.985,19_2_6_VIERENDEEL.png
20,2,6,VIERENDEEL,55.957,2315.951,7.33,20_2_6_VIERENDEEL.png
21,2,6,VIERENDEEL,52.068,2674.024,7.13,21_2_6_VIERENDEEL.png
22,2,6,VIERENDEEL,59.288,2767.342,6.582,22_2_6_VIERENDEEL.png
23,2,6,VIERENDEEL,67.167,2860.662,6.095,23_2_6_VIERENDEEL.png
24,2,6,VIERENDEEL,55.363,3163.434,6.447,24_2_6_VIERENDEEL.png
25,2,6,VIERENDEEL,61.967,3265.48,6.013,25_2_6_VIERENDEEL.png
10,3,6,VIERENDEEL,26.246,1108.921,15.178,10_3_6_VIERENDEEL.png
11,3,6,VIERENDEEL,28.088,1227.99,13.983,11_3_6_VIERENDEEL.png
12,3,6,VIERENDEEL,33.324,1355.946,12.258,12_3_6_VIERENDEEL.png
13,3,6,VIERENDEEL,35.174,1458,11.512,13_3_6_VIERENDEEL.png
14,3,6,VIERENDEEL,41.256,1577.19,10.236,14_3_6_VIERENDEEL.png
15,3,6,VIERENDEEL,35.011,1887.438,10.247,15_3_6_VIERENDEEL.png
16,3,6,VIERENDEEL,41.304,1961.454,9.263,16_3_6_VIERENDEEL.png
17,3,6,VIERENDEEL,48.283,2035.472,8.419,17_3_6_VIERENDEEL.png
18,3,6,VIERENDEEL,50.944,2369.374,7.666,18_3_6_VIERENDEEL.png
19,3,6,VIERENDEEL,58.669,2452.51,7.031,19_3_6_VIERENDEEL.png
20,3,6,VIERENDEEL,64.441,2642.571,6.499,20_3_6_VIERENDEEL.png
21,3,6,VIERENDEEL,69.792,2939.555,5.963,21_3_6_VIERENDEEL.png
22,3,6,VIERENDEEL,65.828,3124.51,5.973,22_3_6_VIERENDEEL.png
23,3,6,VIERENDEEL,55.752,3418.556,6.263,23_3_6_VIERENDEEL.png
24,3,6,VIERENDEEL,62.505,3520.602,5.841,24_3_6_VIERENDEEL.png
25,3,6,VIERENDEEL,69.787,3622.648,5.462,25_3_6_VIERENDEEL.png
10,4,6,VIERENDEEL,33.554,1248.2,12.796,10_4_6_VIERENDEEL.png
11,4,6,VIERENDEEL,32.704,1384.601,12.337,11_4_6_VIERENDEEL.png
12,4,6,VIERENDEEL,38.42,1559.751,10.78,12_4_6_VIERENDEEL.png
13,4,6,VIERENDEEL,39.375,1728.213,10.135,13_4_6_VIERENDEEL.png
14,4,6,VIERENDEEL,40.405,1904.833,9.568,14_4_6_VIERENDEEL.png
15,4,6,VIERENDEEL,46.921,2035.999,8.615,15_4_6_VIERENDEEL.png
16,4,6,VIERENDEEL,47.349,2220.51,8.244,16_4_6_VIERENDEEL.png
17,4,6,VIERENDEEL,55.283,2294.528,7.512,17_4_6_VIERENDEEL.png
18,4,6,VIERENDEEL,61.073,2532.684,6.836,18_4_6_VIERENDEEL.png
19,4,6,VIERENDEEL,67.102,2743.486,6.304,19_4_6_VIERENDEEL.png
20,4,6,VIERENDEEL,70.161,3172.848,5.798,20_4_6_VIERENDEEL.png
21,4,6,VIERENDEEL,79.721,3266.168,5.37,21_4_6_VIERENDEEL.png
22,4,6,VIERENDEEL,56.134,3673.671,6.099,22_4_6_VIERENDEEL.png
23,4,6,VIERENDEEL,63.122,3775.717,5.684,23_4_6_VIERENDEEL.png
24,4,6,VIERENDEEL,70.661,3877.763,5.312,24_4_6_VIERENDEEL.png
25,4,6,VIERENDEEL,78.774,3979.809,4.977,25_4_6_VIERENDEEL.png
10,5,6,VIERENDEEL,32.279,1366.19,12.565,10_5_6_VIERENDEEL.png
11,5,6,VIERENDEEL,36.386,1560.14,11.133,11_5_6_VIERENDEEL.png
12,5,6,VIERENDEEL,43.551,1702.701,9.762,12_5_6_VIERENDEEL.png
13,5,6,VIERENDEEL,42.959,1981.275,9.184,13_5_6_VIERENDEEL.png
14,5,6,VIERENDEEL,45.264,2121.98,8.663,14_5_6_VIERENDEEL.png
15,5,6,VIERENDEEL,54.001,2195.998,7.802,15_5_6_VIERENDEEL.png
16,5,6,VIERENDEEL,53.191,2479.573,7.452,16_5_6_VIERENDEEL.png
17,5,6,VIERENDEEL,59.258,2708.611,6.784,17_5_6_VIERENDEEL.png
18,5,6,VIERENDEEL,68.619,2791.747,6.218,18_5_6_VIERENDEEL.png
19,5,6,VIERENDEEL,72.146,3227.944,5.704,19_5_6_VIERENDEEL.png
20,5,6,VIERENDEEL,82.4,3321.262,5.27,20_5_6_VIERENDEEL.png
21,5,6,VIERENDEEL,70.357,3776.06,5.426,21_5_6_VIERENDEEL.png
22,5,6,VIERENDEEL,79.436,3878.106,5.048,22_5_6_VIERENDEEL.png
23,5,6,VIERENDEEL,70.616,4132.878,5.208,23_5_6_VIERENDEEL.png
24,5,6,VIERENDEEL,78.98,4234.924,4.875,24_5_6_VIERENDEEL.png
25,5,6,VIERENDEEL,87.967,4336.97,4.573,25_5_6_VIERENDEEL.png
10,1,7,VIERENDEEL,16.49,815.246,23.2,10_1_7_VIERENDEEL.png
11,1,7,VIERENDEEL,19.04,888.716,20.679,11_1_7_VIERENDEEL.png
12,1,7,VIERENDEEL,20.187,992.678,19.062,12_1_7_VIERENDEEL.png
13,1,7,VIERENDEEL,22.167,1102.624,17.303,13_1_7_VIERENDEEL.png
14,1,7,VIERENDEEL,25.944,1221.814,15.224,14_1_7_VIERENDEEL.png
15,1,7,VIERENDEEL,25.888,1406.328,14.281,15_1_7_VIERENDEEL.png
16,1,7,VIERENDEEL,29.653,1516.816,12.887,16_1_7_VIERENDEEL.png
17,1,7,VIERENDEEL,34.886,1590.834,11.618,17_1_7_VIERENDEEL.png
18,1,7,VIERENDEEL,36.848,1869.726,10.501,18_1_7_VIERENDEEL.png
19,1,7,VIERENDEEL,42.704,1952.862,9.561,19_1_7_VIERENDEEL.png
20,1,7,VIERENDEEL,41.783,2274.566,9.023,20_1_7_VIERENDEEL.png
21,1,7,VIERENDEEL,47.925,2367.886,8.274,21_1_7_VIERENDEEL.png
22,1,7,VIERENDEEL,41.164,2653.204,8.517,22_1_7_VIERENDEEL.png
23,1,7,VIERENDEEL,46.59,2755.25,7.874,23_1_7_VIERENDEEL.png
24,1,7,VIERENDEEL,52.489,2857.296,7.302,24_1_7_VIERENDEEL.png
25,1,7,VIERENDEEL,56.384,2994.926,6.906,25_1_7_VIERENDEEL.png
10,2,7,VIERENDEEL,21.428,997.958,18.69,10_2_7_VIERENDEEL.png
11,2,7,VIERENDEEL,22.317,1148.322,17.151,11_2_7_VIERENDEEL.png
12,2,7,VIERENDEEL,23.73,1240.846,15.991,12_2_7_VIERENDEEL.png
13,2,7,VIERENDEEL,28.93,1302.888,14.136,13_2_7_VIERENDEEL.png
14,2,7,VIERENDEEL,28.592,1517.878,13.223,14_2_7_VIERENDEEL.png
15,2,7,VIERENDEEL,28.856,1702.392,12.488,15_2_7_VIERENDEEL.png
16,2,7,VIERENDEEL,33.973,1776.408,11.276,16_2_7_VIERENDEEL.png
17,2,7,VIERENDEEL,37.894,1923.378,10.297,17_2_7_VIERENDEEL.png
18,2,7,VIERENDEEL,41.639,2161.534,9.311,18_2_7_VIERENDEEL.png
19,2,7,VIERENDEEL,45.896,2326.134,8.584,19_2_7_VIERENDEEL.png
20,2,7,VIERENDEEL,41.867,2682.75,8.421,20_2_7_VIERENDEEL.png
21,2,7,VIERENDEEL,47.77,2776.07,7.763,21_2_7_VIERENDEEL.png
22,2,7,VIERENDEEL,54.213,2869.388,7.18,22_2_7_VIERENDEEL.png
23,2,7,VIERENDEEL,46.211,3163.434,7.476,23_2_7_VIERENDEEL.png
24,2,7,VIERENDEEL,51.773,3265.48,6.966,24_2_7_VIERENDEEL.png
25,2,7,VIERENDEEL,57.772,3367.526,6.507,25_2_7_VIERENDEEL.png
10,3,7,VIERENDEEL,23.155,1222.256,16.512,10_3_7_VIERENDEEL.png
11,3,7,VIERENDEEL,27.28,1381.25,14.36,11_3_7_VIERENDEEL.png
12,3,7,VIERENDEEL,28.632,1489.022,13.492,12_3_7_VIERENDEEL.png
13,3,7,VIERENDEEL,33.956,1604.13,11.949,13_3_7_VIERENDEEL.png
14,3,7,VIERENDEEL,34.268,1829.734,11.204,14_3_7_VIERENDEEL.png
15,3,7,VIERENDEEL,34.33,1998.464,10.733,15_3_7_VIERENDEEL.png
16,3,7,VIERENDEEL,40.31,2072.48,9.732,16_3_7_VIERENDEEL.png
17,3,7,VIERENDEEL,44.845,2301.518,8.793,17_3_7_VIERENDEEL.png
18,3,7,VIERENDEEL,49.22,2494.078,8.099,18_3_7_VIERENDEEL.png
19,3,7,VIERENDEEL,51.473,2892.896,7.422,19_3_7_VIERENDEEL.png
20,3,7,VIERENDEEL,58.691,2986.214,6.851,20_3_7_VIERENDEEL.png
21,3,7,VIERENDEEL,53.815,3184.262,6.94,21_3_7_VIERENDEEL.png
22,3,7,VIERENDEEL,47.156,3469.58,7.167,22_3_7_VIERENDEEL.png
23,3,7,VIERENDEEL,52.918,3571.626,6.68,23_3_7_VIERENDEEL.png
24,3,7,VIERENDEEL,59.126,3673.672,6.242,24_3_7_VIERENDEEL.png
25,3,7,VIERENDEEL,65.798,3775.718,5.847,25_3_7_VIERENDEEL.png
10,4,7,VIERENDEEL,29.924,1381.432,13.819,10_4_7_VIERENDEEL.png
11,4,7,VIERENDEEL,34.008,1484.906,12.504,11_4_7_VIERENDEEL.png
12,4,7,VIERENDEEL,38.449,1725.196,10.968,12_4_7_VIERENDEEL.png
13,4,7,VIERENDEEL,34.322,1954.902,10.947,13_4_7_VIERENDEEL.png
14,4,7,VIERENDEEL,41.225,2028.918,9.808,14_4_7_VIERENDEEL.png
15,4,7,VIERENDEEL,39.952,2294.528,9.414,15_4_7_VIERENDEEL.png
16,4,7,VIERENDEEL,44.899,2514.446,8.514,16_4_7_VIERENDEEL.png
17,4,7,VIERENDEEL,52.212,2597.582,7.775,17_4_7_VIERENDEEL.png
18,4,7,VIERENDEEL,57.187,2826.622,7.16,18_4_7_VIERENDEEL.png
19,4,7,VIERENDEEL,62.905,3103.24,6.55,19_4_7_VIERENDEEL.png
20,4,7,VIERENDEEL,68.124,3359.486,6.085,20_4_7_VIERENDEEL.png
21,4,7,VIERENDEEL,62.148,3636.078,6.178,21_4_7_VIERENDEEL.png
22,4,7,VIERENDEEL,54.174,3877.764,6.421,22_4_7_VIERENDEEL.png
23,4,7,VIERENDEEL,60.702,3979.81,5.998,23_4_7_VIERENDEEL.png
24,4,7,VIERENDEEL,67.72,4081.856,5.616,24_4_7_VIERENDEEL.png
25,4,7,VIERENDEEL,75.248,4183.902,5.271,25_4_7_VIERENDEEL.png
10,5,7,VIERENDEEL,33.324,1571.688,12.397,10_5_7_VIERENDEEL.png
11,5,7,VIERENDEEL,37.16,1730.424,11.201,11_5_7_VIERENDEEL.png
12,5,7,VIERENDEEL,36.916,2052.836,10.406,12_5_7_VIERENDEEL.png
13,5,7,VIERENDEEL,38.823,2203.07,9.805,13_5_7_VIERENDEEL.png
14,5,7,VIERENDEEL,46.699,2277.086,8.797,14_5_7_VIERENDEEL.png
15,5,7,VIERENDEEL,51.593,2569.526,7.925,15_5_7_VIERENDEEL.png
16,5,7,VIERENDEEL,51.054,2810.518,7.646,16_5_7_VIERENDEEL.png
17,5,7,VIERENDEEL,59.368,2893.654,6.993,17_5_7_VIERENDEEL.png
18,5,7,VIERENDEEL,65.813,3160.088,6.387,18_5_7_VIERENDEEL.png
19,5,7,VIERENDEEL,71.599,3435.784,5.91,19_5_7_VIERENDEEL.png
20,5,7,VIERENDEEL,62.604,3907.31,6.01,20_5_7_VIERENDEEL.png
21,5,7,VIERENDEEL,70.832,4009.358,5.586,21_5_7_VIERENDEEL.png
22,5,7,VIERENDEEL,61.358,4285.948,5.821,22_5_7_VIERENDEEL.png
23,5,7,VIERENDEEL,68.697,4387.994,5.445,23_5_7_VIERENDEEL.png
24,5,7,VIERENDEEL,76.575,4490.04,5.106,24_5_7_VIERENDEEL.png
25,5,7,VIERENDEEL,85.011,4592.086,4.8,25_5_7_VIERENDEEL.png
10,1,8,VIERENDEEL,16.5,844.362,24.388,10_1_8_VIERENDEEL.png
11,1,8,VIERENDEEL,16.225,961.655,23.1,11_1_8_VIERENDEEL.png
12,1,8,VIERENDEEL,19.701,1042.068,20.169,12_1_8_VIERENDEEL.png
13,1,8,VIERENDEEL,21.106,1192.699,18.269,13_1_8_VIERENDEEL.png
14,1,8,VIERENDEEL,21.572,1369.319,16.928,14_1_8_VIERENDEEL.png
15,1,8,VIERENDEEL,25.774,1443.337,15.102,15_1_8_VIERENDEEL.png
16,1,8,VIERENDEEL,29.38,1558.384,13.656,16_1_8_VIERENDEEL.png
17,1,8,VIERENDEEL,31.158,1833.25,12.302,17_1_8_VIERENDEEL.png
18,1,8,VIERENDEEL,36.292,1916.386,11.166,18_1_8_VIERENDEEL.png
19,1,8,VIERENDEEL,35.369,2232.271,10.552,19_1_8_VIERENDEEL.png
