in:Length,in:Height,in:Division,in:Truss type,out:Translation,out:TotalWeight,out:Frequency,img
11,1,4,PRATT,10.636,246.614,32.896,11_1_4_PRATT.png
10,1,4,PRATT,8.984,209.226,38.917,10_1_4_PRATT.png
12,1,4,PRATT,11.629,306.613,28.764,12_1_4_PRATT.png
13,1,4,PRATT,13.66,350.873,25.472,13_1_4_PRATT.png
14,1,4,PRATT,15.114,418.107,22.463,14_1_4_PRATT.png
15,1,4,PRATT,17.716,466.627,20.035,15_1_4_PRATT.png
16,1,4,PRATT,18.567,563.764,17.984,16_1_4_PRATT.png
17,1,4,PRATT,21.15,630.421,16.206,17_1_4_PRATT.png
18,1,4,PRATT,24.017,693.403,14.526,18_1_4_PRATT.png
19,1,4,PRATT,25.388,813.486,13.157,19_1_4_PRATT.png
20,1,4,PRATT,27.901,900.324,12.131,20_1_4_PRATT.png
21,1,4,PRATT,30.924053,996.769,10.992,21_1_4_PRATT.png
22,1,4,PRATT,32.367197,1156.297,10.064,22_1_4_PRATT.png
23,1,4,PRATT,35.49818,1266.362,9.251,23_1_4_PRATT.png
24,1,4,PRATT,39.051,1364.24,8.625,24_1_4_PRATT.png
25,1,4,PRATT,40.816055,1546.516,8.01,25_1_4_PRATT.png
10,2,4,PRATT,5.44403,181.398,31.025,10_2_4_PRATT.png
11,2,4,PRATT,5.962365,209.409,26.121,11_2_4_PRATT.png
12,2,4,PRATT,6.484834,243.008,23.492,12_2_4_PRATT.png
13,2,4,PRATT,7.253112,275.483,19.788,13_2_4_PRATT.png
14,2,4,PRATT,7.180288,346.306,19.296,14_2_4_PRATT.png
15,2,4,PRATT,8.049531,385.41,16.963,15_2_4_PRATT.png
16,2,4,PRATT,8.909156,427.897,15.819,16_2_4_PRATT.png
17,2,4,PRATT,9.852537,468.831,15.568,17_2_4_PRATT.png
18,2,4,PRATT,10.509828,537.705,14.96,18_2_4_PRATT.png
19,2,4,PRATT,11.91594,584.317,13.109,19_2_4_PRATT.png
20,2,4,PRATT,12.280098,671.95,13.213,20_2_4_PRATT.png
21,2,4,PRATT,12.986445,760.961,12.419,21_2_4_PRATT.png
22,2,4,PRATT,14.117358,834.354,11.943,22_2_4_PRATT.png
23,2,4,PRATT,15.565591,889.875,11.138,23_2_4_PRATT.png
24,2,4,PRATT,16.650338,991.072,10.151,24_2_4_PRATT.png
25,2,4,PRATT,17.706965,1109.85,9.55,25_2_4_PRATT.png
10,3,4,PRATT,5.098353,209.524,23.812,10_3_4_PRATT.png
11,3,4,PRATT,5.201526,249.138,20.402,11_3_4_PRATT.png
12,3,4,PRATT,5.499446,268.205,21.713,12_3_4_PRATT.png
13,3,4,PRATT,6.033879,290.707,19.072,13_3_4_PRATT.png
14,3,4,PRATT,6.521568,322.21,16.695,14_3_4_PRATT.png
15,3,4,PRATT,6.835353,386.055,14.425,15_3_4_PRATT.png
16,3,4,PRATT,6.861511,441.699,14.179,16_3_4_PRATT.png
17,3,4,PRATT,7.571755,466.311,13.656,17_3_4_PRATT.png
18,3,4,PRATT,8.260302,506.531,12.18,18_3_4_PRATT.png
19,3,4,PRATT,8.891341,533.538,12.107,19_3_4_PRATT.png
20,3,4,PRATT,9.083862,621.509,11.369,20_3_4_PRATT.png
21,3,4,PRATT,10.123613,662.998,10.297,21_3_4_PRATT.png
22,3,4,PRATT,10.843397,743.655,9.616,22_3_4_PRATT.png
23,3,4,PRATT,11.196487,801.167,9.781,23_3_4_PRATT.png
24,3,4,PRATT,11.791867,895.784,9.285,24_3_4_PRATT.png
25,3,4,PRATT,12.796152,961.001,8.629,25_3_4_PRATT.png
10,4,4,PRATT,5.396127,260.196,23.426,10_4_4_PRATT.png
11,4,4,PRATT,5.729404,276.689,19.792,11_4_4_PRATT.png
12,4,4,PRATT,5.942539,305.318,17.112,12_4_4_PRATT.png
13,4,4,PRATT,5.944499,337.59,17.331,13_4_4_PRATT.png
14,4,4,PRATT,6.213939,381.025,15.312,14_4_4_PRATT.png
15,4,4,PRATT,6.590617,425.169,13.803,15_4_4_PRATT.png
16,4,4,PRATT,7.019603,459.33,13.235,16_4_4_PRATT.png
17,4,4,PRATT,6.980465,503.469,13.056,17_4_4_PRATT.png
18,4,4,PRATT,7.661692,528.956,11.86,18_4_4_PRATT.png
19,4,4,PRATT,8.481889,548.495,10.726,19_4_4_PRATT.png
20,4,4,PRATT,8.212801,629.022,10.995,20_4_4_PRATT.png
21,4,4,PRATT,8.960015,668.144,10.044,21_4_4_PRATT.png
22,4,4,PRATT,9.574281,715.05,9.231,22_4_4_PRATT.png
23,4,4,PRATT,10.191268,817.16,8.38,23_4_4_PRATT.png
24,4,4,PRATT,9.948911,894.514,9.014,24_4_4_PRATT.png
25,4,4,PRATT,10.838724,946.399,8.354,25_4_4_PRATT.png
10,5,4,PRATT,6.021075,321.891,20.888,10_5_4_PRATT.png
11,5,4,PRATT,6.127158,360.589,18.066,11_5_4_PRATT.png
12,5,4,PRATT,6.205503,383.468,16.192,12_5_4_PRATT.png
13,5,4,PRATT,6.531442,433.947,14.13,13_5_4_PRATT.png
14,5,4,PRATT,6.398591,453.881,16.043,14_5_4_PRATT.png
15,5,4,PRATT,6.805749,478.615,14.434,15_5_4_PRATT.png
16,5,4,PRATT,7.343997,499.336,12.761,16_5_4_PRATT.png
17,5,4,PRATT,7.948983,528.979,11.33,17_5_4_PRATT.png
18,5,4,PRATT,7.741075,569.236,11.239,18_5_4_PRATT.png
19,5,4,PRATT,8.107297,628.933,10.715,19_5_4_PRATT.png
20,5,4,PRATT,8.85822,656.66,9.65,20_5_4_PRATT.png
21,5,4,PRATT,8.718325,699.664,9.706,21_5_4_PRATT.png
22,5,4,PRATT,9.523482,721.029,8.92,22_5_4_PRATT.png
23,5,4,PRATT,9.70292,847.54,8.203,23_5_4_PRATT.png
24,5,4,PRATT,10.283755,939.418,7.756,24_5_4_PRATT.png
25,5,4,PRATT,10.161871,977.04,8.101,25_5_4_PRATT.png
10,1,5,PRATT,9.758773,230.477,44.223,10_1_5_PRATT.png
11,1,5,PRATT,11.633877,268.148,37.718,11_1_5_PRATT.png
12,1,5,PRATT,13.075006,326.333,32.188,12_1_5_PRATT.png
13,1,5,PRATT,14.641822,385.003,28.256,13_1_5_PRATT.png
14,1,5,PRATT,17.848058,416.832,24.97,14_1_5_PRATT.png
15,1,5,PRATT,18.986581,503.535,22.239,15_1_5_PRATT.png
16,1,5,PRATT,21.666489,564.942,19.666,16_1_5_PRATT.png
17,1,5,PRATT,23.719785,648.848,17.69,17_1_5_PRATT.png
18,1,5,PRATT,26.976019,713.274,15.938,18_1_5_PRATT.png
19,1,5,PRATT,29.354912,809.503,14.423,19_1_5_PRATT.png
20,1,5,PRATT,30.922815,942.443,13.08,20_1_5_PRATT.png
21,1,5,PRATT,32.366807,1092.181,11.99,21_1_5_PRATT.png
22,1,5,PRATT,37.051908,1146.3,11.017,22_1_5_PRATT.png
23,1,5,PRATT,41.601837,1212.494,10.135,23_1_5_PRATT.png
24,1,5,PRATT,43.040767,1397.578,9.355,24_1_5_PRATT.png
25,1,5,PRATT,45.875516,1544.19,8.696,25_1_5_PRATT.png
10,2,5,PRATT,6.289046,204.379,45.533,10_2_5_PRATT.png
11,2,5,PRATT,6.733039,239.856,39.021,11_2_5_PRATT.png
12,2,5,PRATT,7.331,275.995,33.156,12_2_5_PRATT.png
13,2,5,PRATT,7.919,314.664,34.479,13_2_5_PRATT.png
14,2,5,PRATT,8.734006,353.586,29.856,14_2_5_PRATT.png
15,2,5,PRATT,9.35501,404.938,27.965,15_2_5_PRATT.png
16,2,5,PRATT,10.071011,459.938,24.831,16_2_5_PRATT.png
17,2,5,PRATT,10.851017,512.584,24.269,17_2_5_PRATT.png
18,2,5,PRATT,11.964126,560.381,23.355,18_2_5_PRATT.png
19,2,5,PRATT,13.272131,603.628,21.229,19_2_5_PRATT.png
20,2,5,PRATT,13.892152,685.268,19.958,20_2_5_PRATT.png
21,2,5,PRATT,15.111144,748.788,18.461,21_2_5_PRATT.png
22,2,5,PRATT,15.835168,845.393,17.283,22_2_5_PRATT.png
23,2,5,PRATT,16.954184,932.606,16.063,23_2_5_PRATT.png
24,2,5,PRATT,18.769202,976.027,15.107,24_2_5_PRATT.png
25,2,5,PRATT,19.996207,1063.101,14.213,25_2_5_PRATT.png
10,3,5,PRATT,5.929401,254.715,37.368,10_3_5_PRATT.png
11,3,5,PRATT,6.171322,284.513,32.947,11_3_5_PRATT.png
12,3,5,PRATT,6.588361,307.884,31.212,12_3_5_PRATT.png
13,3,5,PRATT,6.905134,334.777,27.817,13_3_5_PRATT.png
14,3,5,PRATT,7.218116,379.131,24.325,14_3_5_PRATT.png
15,3,5,PRATT,7.326126,439.011,23.341,15_3_5_PRATT.png
16,3,5,PRATT,8.12402,457.119,20.897,16_3_5_PRATT.png
17,3,5,PRATT,8.47001,517.494,19.443,17_3_5_PRATT.png
18,3,5,PRATT,9.079002,548.272,20.541,18_3_5_PRATT.png
19,3,5,PRATT,9.635009,599.885,18.671,19_3_5_PRATT.png
20,3,5,PRATT,10.395001,651.109,16.851,20_3_5_PRATT.png
21,3,5,PRATT,11.202,683.122,16.613,21_3_5_PRATT.png
22,3,5,PRATT,11.388001,767.846,15.94,22_3_5_PRATT.png
23,3,5,PRATT,12.265,821.275,14.689,23_3_5_PRATT.png
24,3,5,PRATT,12.443,934.757,13.939,24_3_5_PRATT.png
25,3,5,PRATT,13.440003,977.757,13.364,25_3_5_PRATT.png
10,4,5,PRATT,6.048453,329.914,34.253,10_4_5_PRATT.png
11,4,5,PRATT,6.662608,340.136,30.114,11_4_5_PRATT.png
12,4,5,PRATT,6.776598,376.973,27.044,12_4_5_PRATT.png
13,4,5,PRATT,6.903536,421.879,23.917,13_4_5_PRATT.png
14,4,5,PRATT,7.00034,446.998,21.963,14_4_5_PRATT.png
15,4,5,PRATT,7.282281,494.669,19.556,15_4_5_PRATT.png
16,4,5,PRATT,7.362253,544.069,21.128,16_4_5_PRATT.png
17,4,5,PRATT,7.882252,567.962,19.449,17_4_5_PRATT.png
18,4,5,PRATT,8.514226,586.315,17.638,18_4_5_PRATT.png
19,4,5,PRATT,8.856061,627.69,17.023,19_4_5_PRATT.png
20,4,5,PRATT,9.363062,665.108,15.945,20_4_5_PRATT.png
21,4,5,PRATT,9.631071,739.337,15.34,21_4_5_PRATT.png
22,4,5,PRATT,10.241036,793.589,13.986,22_4_5_PRATT.png
23,4,5,PRATT,10.715021,826.538,13.908,23_4_5_PRATT.png
24,4,5,PRATT,11.390021,873.946,12.903,24_4_5_PRATT.png
25,4,5,PRATT,11.352018,988.774,12.035,25_4_5_PRATT.png
10,5,5,PRATT,6.30952,474.413,28.231,10_5_5_PRATT.png
11,5,5,PRATT,6.505568,488.937,25.244,11_5_5_PRATT.png
12,5,5,PRATT,6.654736,514.593,27.24,12_5_5_PRATT.png
13,5,5,PRATT,6.946677,527.226,24.601,13_5_5_PRATT.png
14,5,5,PRATT,7.24761,545.814,22.273,14_5_5_PRATT.png
15,5,5,PRATT,7.60967,563.904,20.515,15_5_5_PRATT.png
16,5,5,PRATT,8.038388,583.583,18.509,16_5_5_PRATT.png
17,5,5,PRATT,8.163345,628.449,17.524,17_5_5_PRATT.png
18,5,5,PRATT,8.618362,651.939,16.383,18_5_5_PRATT.png
19,5,5,PRATT,9.159349,669.522,15.019,19_5_5_PRATT.png
20,5,5,PRATT,9.083293,751.431,15.32,20_5_5_PRATT.png
21,5,5,PRATT,9.59613,772.961,14.371,21_5_5_PRATT.png
22,5,5,PRATT,10.107144,811.069,13.32,22_5_5_PRATT.png
23,5,5,PRATT,10.629122,861.716,12.281,23_5_5_PRATT.png
24,5,5,PRATT,10.916097,963.368,11.46,24_5_5_PRATT.png
25,5,5,PRATT,11.166072,997.544,11.358,25_5_5_PRATT.png
10,1,6,PRATT,10.752,241.7,46.259,10_1_6_PRATT.png
11,1,6,PRATT,12.703,279.803,39.677,11_1_6_PRATT.png
12,1,6,PRATT,14.41,334.424,34.129,12_1_6_PRATT.png
13,1,6,PRATT,16.242,390.508,29.78,13_1_6_PRATT.png
14,1,6,PRATT,18.516,441.679,26.363,14_1_6_PRATT.png
15,1,6,PRATT,21.529,489.059,23.27,15_1_6_PRATT.png
16,1,6,PRATT,23.713,558.903,20.857,16_1_6_PRATT.png
17,1,6,PRATT,25.306,658.619,18.65,17_1_6_PRATT.png
18,1,6,PRATT,27.813,738.314,16.87,18_1_6_PRATT.png
19,1,6,PRATT,30.781,825.156,15.199,19_1_6_PRATT.png
20,1,6,PRATT,33.574,912.22,13.953,20_1_6_PRATT.png
21,1,6,PRATT,37.97,976.681,12.697,21_1_6_PRATT.png
22,1,6,PRATT,40.217,1101.419,11.677,22_1_6_PRATT.png
23,1,6,PRATT,42.688,1236.303,10.768,23_1_6_PRATT.png
24,1,6,PRATT,47.071,1328.479,9.915,24_1_6_PRATT.png
25,1,6,PRATT,50.476,1462.514,9.173,25_1_6_PRATT.png
10,2,6,PRATT,7.62,232.576,52.763,10_2_6_PRATT.png
11,2,6,PRATT,8.255,261.756,47.314,11_2_6_PRATT.png
12,2,6,PRATT,8.805,297.137,42.706,12_2_6_PRATT.png
13,2,6,PRATT,9.832,323.055,39.027,13_2_6_PRATT.png
14,2,6,PRATT,10.42,362.951,36.012,14_2_6_PRATT.png
15,2,6,PRATT,11.287,403.607,32.77,15_2_6_PRATT.png
16,2,6,PRATT,11.968,462.773,29.398,16_2_6_PRATT.png
17,2,6,PRATT,12.728,522.03,27.107,17_2_6_PRATT.png
18,2,6,PRATT,13.692,568.919,25.676,18_2_6_PRATT.png
19,2,6,PRATT,14.837,617.76,23.729,19_2_6_PRATT.png
20,2,6,PRATT,16.541,649.741,21.996,20_2_6_PRATT.png
21,2,6,PRATT,17.590071,722.988,20.3,21_2_6_PRATT.png
22,2,6,PRATT,18.15027,814.25,18.881,22_2_6_PRATT.png
23,2,6,PRATT,19.379072,884.43,17.687,23_2_6_PRATT.png
24,2,6,PRATT,20.553322,965.701,16.567,24_2_6_PRATT.png
25,2,6,PRATT,21.685294,1062.276,15.447,25_2_6_PRATT.png
10,3,6,PRATT,7.333,310.126,44.251,10_3_6_PRATT.png
11,3,6,PRATT,7.632,335.114,42.132,11_3_6_PRATT.png
12,3,6,PRATT,8.113,354.989,39.204,12_3_6_PRATT.png
13,3,6,PRATT,8.736,372.156,36.555,13_3_6_PRATT.png
14,3,6,PRATT,8.938,416.442,33.807,14_3_6_PRATT.png
15,3,6,PRATT,9.362,458.286,30.632,15_3_6_PRATT.png
16,3,6,PRATT,9.872046,492.886,28.856,16_3_6_PRATT.png
17,3,6,PRATT,10.078229,555.127,26.811,17_3_6_PRATT.png
18,3,6,PRATT,10.909265,580.134,26.534,18_3_6_PRATT.png
19,3,6,PRATT,11.307478,627.692,24.71,19_3_6_PRATT.png
20,3,6,PRATT,12.018494,666.122,23.649,20_3_6_PRATT.png
21,3,6,PRATT,12.781563,705.265,22.18,21_3_6_PRATT.png
22,3,6,PRATT,13.627137,746.046,20.566,22_3_6_PRATT.png
23,3,6,PRATT,14.038141,825.845,20.075,23_3_6_PRATT.png
24,3,6,PRATT,15.026278,858.921,18.938,24_3_6_PRATT.png
25,3,6,PRATT,15.707161,928.601,17.808,25_3_6_PRATT.png
10,4,6,PRATT,8.013,412.08,37.616,10_4_6_PRATT.png
11,4,6,PRATT,8.364,422.481,35.122,11_4_6_PRATT.png
12,4,6,PRATT,8.335,472.013,32.213,12_4_6_PRATT.png
13,4,6,PRATT,8.646,492.852,30.453,13_4_6_PRATT.png
14,4,6,PRATT,8.824027,537.563,27.732,14_4_6_PRATT.png
15,4,6,PRATT,9.167029,562.605,26.283,15_4_6_PRATT.png
16,4,6,PRATT,9.555035,588.764,27.187,16_4_6_PRATT.png
17,4,6,PRATT,9.934338,619.399,25.508,17_4_6_PRATT.png
18,4,6,PRATT,10.312158,652.814,24.346,18_4_6_PRATT.png
19,4,6,PRATT,10.844425,677.815,22.886,19_4_6_PRATT.png
20,4,6,PRATT,11.522875,696.522,21.091,20_4_6_PRATT.png
21,4,6,PRATT,11.515112,758.387,19.544,21_4_6_PRATT.png
22,4,6,PRATT,11.754752,827.919,19.939,22_4_6_PRATT.png
23,4,6,PRATT,12.288348,868.717,18.512,23_4_6_PRATT.png
24,4,6,PRATT,12.887536,911.162,17.219,24_4_6_PRATT.png
25,4,6,PRATT,13.495497,956.124,16.719,25_4_6_PRATT.png
10,5,6,PRATT,8.782,572.85,32.077,10_5_6_PRATT.png
11,5,6,PRATT,9.027,580.079,30.629,11_5_6_PRATT.png
12,5,6,PRATT,9.247,595.006,29.146,12_5_6_PRATT.png
13,5,6,PRATT,9.489,610.867,27.634,13_5_6_PRATT.png
14,5,6,PRATT,9.723,632.371,26.419,14_5_6_PRATT.png
15,5,6,PRATT,10.06102,645.528,24.886,15_5_6_PRATT.png
16,5,6,PRATT,10.324021,670.716,23.82,16_5_6_PRATT.png
17,5,6,PRATT,10.667108,690.155,22.796,17_5_6_PRATT.png
18,5,6,PRATT,11.112295,705.173,21.237,18_5_6_PRATT.png
19,5,6,PRATT,11.023549,793.38,20.824,19_5_6_PRATT.png
20,5,6,PRATT,11.346583,824.186,20.237,20_5_6_PRATT.png
21,5,6,PRATT,11.85868,842.797,18.796,21_5_6_PRATT.png
22,5,6,PRATT,11.852067,883.681,17.483,22_5_6_PRATT.png
23,5,6,PRATT,12.260426,929.195,16.356,23_5_6_PRATT.png
24,5,6,PRATT,12.308053,1020.975,15.872,24_5_6_PRATT.png
25,5,6,PRATT,12.74673,1063.736,14.881,25_5_6_PRATT.png
10,1,7,PRATT,11.295199,270.833,46.957,10_1_7_PRATT.png
11,1,7,PRATT,13.460836,303.977,40.68,11_1_7_PRATT.png
12,1,7,PRATT,15.266881,357.591,35.3,12_1_7_PRATT.png
13,1,7,PRATT,17.409037,412.837,30.809,13_1_7_PRATT.png
14,1,7,PRATT,19.23705,485.646,27.084,14_1_7_PRATT.png
15,1,7,PRATT,21.854952,540.151,24.228,15_1_7_PRATT.png
16,1,7,PRATT,24.758154,607.398,21.528,16_1_7_PRATT.png
17,1,7,PRATT,27.131053,685.628,19.404,17_1_7_PRATT.png
18,1,7,PRATT,30.146273,772.652,17.38,18_1_7_PRATT.png
19,1,7,PRATT,32.546162,867.285,15.871,19_1_7_PRATT.png
20,1,7,PRATT,37.722249,908.253,14.425,20_1_7_PRATT.png
21,1,7,PRATT,39.911143,1029.841,13.224,21_1_7_PRATT.png
22,1,7,PRATT,43.254033,1129.313,12.164,22_1_7_PRATT.png
23,1,7,PRATT,47.447197,1233.24,11.146,23_1_7_PRATT.png
24,1,7,PRATT,50.085272,1395.636,10.252,24_1_7_PRATT.png
25,1,7,PRATT,54.012095,1498.83,9.564,25_1_7_PRATT.png
10,2,7,PRATT,8.145153,282.084,52.54,10_2_7_PRATT.png
11,2,7,PRATT,9.17904,299.65,47.674,11_2_7_PRATT.png
12,2,7,PRATT,9.856034,335.281,43.516,12_2_7_PRATT.png
13,2,7,PRATT,10.828039,362.818,40.116,13_2_7_PRATT.png
14,2,7,PRATT,11.668041,399.359,36.932,14_2_7_PRATT.png
15,2,7,PRATT,12.587001,445.525,33.493,15_2_7_PRATT.png
16,2,7,PRATT,13.095071,509.533,30.868,16_2_7_PRATT.png
17,2,7,PRATT,13.894003,569.551,28.305,17_2_7_PRATT.png
18,2,7,PRATT,15.027083,616.205,26.229,18_2_7_PRATT.png
19,2,7,PRATT,16.604004,652.27,24.604,19_2_7_PRATT.png
20,2,7,PRATT,18.301105,693.781,22.698,20_2_7_PRATT.png
21,2,7,PRATT,19.504102,756.393,21.073,21_2_7_PRATT.png
22,2,7,PRATT,20.008106,854.335,19.757,22_2_7_PRATT.png
23,2,7,PRATT,21.598107,911.299,18.439,23_2_7_PRATT.png
24,2,7,PRATT,23.392111,970.993,17.255,24_2_7_PRATT.png
25,2,7,PRATT,24.481118,1079.428,16.014,25_2_7_PRATT.png
10,3,7,PRATT,8.217333,379.664,44.769,10_3_7_PRATT.png
11,3,7,PRATT,8.710434,395.096,42.414,11_3_7_PRATT.png
12,3,7,PRATT,9.363325,407.485,39.838,12_3_7_PRATT.png
13,3,7,PRATT,9.620412,448.257,37.02,13_3_7_PRATT.png
14,3,7,PRATT,10.239213,471.788,34.89,14_3_7_PRATT.png
15,3,7,PRATT,10.628205,520.575,32.406,15_3_7_PRATT.png
16,3,7,PRATT,11.117267,554.11,30.624,16_3_7_PRATT.png
17,3,7,PRATT,11.571112,608.321,28.594,17_3_7_PRATT.png
18,3,7,PRATT,12.197066,652.872,27.537,18_3_7_PRATT.png
19,3,7,PRATT,12.915062,689.54,26.218,19_3_7_PRATT.png
20,3,7,PRATT,14.048001,710.814,24.663,20_3_7_PRATT.png
21,3,7,PRATT,14.867001,749.32,23.332,21_3_7_PRATT.png
22,3,7,PRATT,15.583001,800.587,22.117,22_3_7_PRATT.png
23,3,7,PRATT,15.894,880.723,21.13,23_3_7_PRATT.png
24,3,7,PRATT,16.989001,925.606,19.898,24_3_7_PRATT.png
25,3,7,PRATT,17.687001,995.275,18.825,25_3_7_PRATT.png
10,4,7,PRATT,8.930424,530.532,36.153,10_4_7_PRATT.png
11,4,7,PRATT,9.275437,542.189,34.561,11_4_7_PRATT.png
12,4,7,PRATT,9.370577,588.756,32.376,12_4_7_PRATT.png
13,4,7,PRATT,9.733524,605.819,31.081,13_4_7_PRATT.png
14,4,7,PRATT,10.152618,626.146,30.611,14_4_7_PRATT.png
15,4,7,PRATT,10.508515,650.341,29.468,15_4_7_PRATT.png
16,4,7,PRATT,11.023481,671.541,28.021,16_4_7_PRATT.png
17,4,7,PRATT,11.439287,700.02,26.909,17_4_7_PRATT.png
18,4,7,PRATT,11.922332,727.739,25.694,18_4_7_PRATT.png
19,4,7,PRATT,12.521368,752.022,24.694,19_4_7_PRATT.png
20,4,7,PRATT,13.174132,779.464,23.47,20_4_7_PRATT.png
21,4,7,PRATT,13.681115,821.861,22.438,21_4_7_PRATT.png
22,4,7,PRATT,13.950101,894.508,21.638,22_4_7_PRATT.png
23,4,7,PRATT,14.517116,934.542,20.715,23_4_7_PRATT.png
24,4,7,PRATT,15.146135,976.224,19.811,24_4_7_PRATT.png
25,4,7,PRATT,15.800118,1020.435,19.133,25_4_7_PRATT.png
10,5,7,PRATT,9.62624,704.696,30.961,10_5_7_PRATT.png
11,5,7,PRATT,10.454387,696.01,29.532,11_5_7_PRATT.png
12,5,7,PRATT,10.729504,707.675,28.541,12_5_7_PRATT.png
13,5,7,PRATT,11.040499,719.633,27.52,13_5_7_PRATT.png
14,5,7,PRATT,11.324625,736.539,26.689,14_5_7_PRATT.png
15,5,7,PRATT,11.708555,749.39,25.651,15_5_7_PRATT.png
16,5,7,PRATT,12.048669,768.93,24.669,16_5_7_PRATT.png
17,5,7,PRATT,12.038476,843.257,23.895,17_5_7_PRATT.png
18,5,7,PRATT,12.453468,863.816,23.084,18_5_7_PRATT.png
19,5,7,PRATT,12.701586,900.5,22.293,19_5_7_PRATT.png
20,5,7,PRATT,13.149403,924.964,21.628,20_5_7_PRATT.png
21,5,7,PRATT,13.638359,952.717,20.742,21_5_7_PRATT.png
22,5,7,PRATT,14.152145,984.97,19.869,22_5_7_PRATT.png
23,5,7,PRATT,14.513141,1024.327,19.413,23_5_7_PRATT.png
24,5,7,PRATT,14.717148,1113.466,18.295,24_5_7_PRATT.png
25,5,7,PRATT,14.585159,1171.378,17.822,25_5_7_PRATT.png
10,1,8,PRATT,11.497,306.086,47.257,10_1_8_PRATT.png
11,1,8,PRATT,13.475,349.921,40.816,11_1_8_PRATT.png
12,1,8,PRATT,15.275,404.809,35.639,12_1_8_PRATT.png
13,1,8,PRATT,17.604,455.813,31.324,13_1_8_PRATT.png
14,1,8,PRATT,19.776,521.056,27.718,14_1_8_PRATT.png
15,1,8,PRATT,22.44,579.573,24.693,15_1_8_PRATT.png
16,1,8,PRATT,24.58,662.334,22.133,16_1_8_PRATT.png
17,1,8,PRATT,27.42,735.708,19.879,17_1_8_PRATT.png
18,1,8,PRATT,30.513,815.766,17.971,18_1_8_PRATT.png
19,1,8,PRATT,34.302,882.047,16.318,19_1_8_PRATT.png
20,1,8,PRATT,37.253,982.233,14.886,20_1_8_PRATT.png
21,1,8,PRATT,41.325,1055.51,13.674,21_1_8_PRATT.png
22,1,8,PRATT,45.123,1160.718,12.496,22_1_8_PRATT.png
23,1,8,PRATT,47.879,1302.447,11.487,23_1_8_PRATT.png
24,1,8,PRATT,52.164,1411.181,10.605,24_1_8_PRATT.png
25,1,8,PRATT,56.983,1523.106,9.792,25_1_8_PRATT.png
10,2,8,PRATT,9.268,325.248,50.555,10_2_8_PRATT.png
11,2,8,PRATT,9.842,359.774,46.483,11_2_8_PRATT.png
12,2,8,PRATT,10.803,386.91,42.796,12_2_8_PRATT.png
13,2,8,PRATT,11.72,419.022,39.391,13_2_8_PRATT.png
14,2,8,PRATT,13.212,436.42,36.252,14_2_8_PRATT.png
15,2,8,PRATT,14.028,485.278,33.437,15_2_8_PRATT.png
16,2,8,PRATT,14.934,538.555,30.758,16_2_8_PRATT.png
17,2,8,PRATT,16.586,567.898,28.392,17_2_8_PRATT.png
18,2,8,PRATT,17.117,645.876,26.189,18_2_8_PRATT.png
19,2,8,PRATT,18.484,690.788,24.57,19_2_8_PRATT.png
20,2,8,PRATT,19.731,747.168,22.897,20_2_8_PRATT.png
21,2,8,PRATT,21.856,780.647,21.31,21_2_8_PRATT.png
22,2,8,PRATT,22.871,862.257,19.903,22_2_8_PRATT.png
23,2,8,PRATT,23.941,939.228,18.656,23_2_8_PRATT.png
24,2,8,PRATT,25.048,1025.503,17.469,24_2_8_PRATT.png
25,2,8,PRATT,26.185,1135.807,16.237,25_2_8_PRATT.png
10,3,8,PRATT,9.705,444.83,42.187,10_3_8_PRATT.png
11,3,8,PRATT,10.216,461.633,40.209,11_3_8_PRATT.png
12,3,8,PRATT,10.475,499.578,37.892,12_3_8_PRATT.png
13,3,8,PRATT,11.215,513.33,35.922,13_3_8_PRATT.png
14,3,8,PRATT,11.487,563.349,33.767,14_3_8_PRATT.png
15,3,8,PRATT,12.391,578.515,31.912,15_3_8_PRATT.png
16,3,8,PRATT,12.631,641.849,29.851,16_3_8_PRATT.png
17,3,8,PRATT,13.188,680.333,28.301,17_3_8_PRATT.png
18,3,8,PRATT,13.879,718.865,27.414,18_3_8_PRATT.png
19,3,8,PRATT,15.009,738.789,25.928,19_3_8_PRATT.png
20,3,8,PRATT,15.957,769.062,24.659,20_3_8_PRATT.png
21,3,8,PRATT,17.073,800.571,23.342,21_3_8_PRATT.png
22,3,8,PRATT,17.966,840.01,22.218,22_3_8_PRATT.png
23,3,8,PRATT,18.608,899.715,21.088,23_3_8_PRATT.png
24,3,8,PRATT,18.997056,993.732,19.987,24_3_8_PRATT.png
25,3,8,PRATT,20.359,1028.505,19.017,25_3_8_PRATT.png
10,4,8,PRATT,10.349,661.149,33.448,10_4_8_PRATT.png
11,4,8,PRATT,10.71,673.765,32.337,11_4_8_PRATT.png
12,4,8,PRATT,11.037,694.285,31.593,12_4_8_PRATT.png
13,4,8,PRATT,11.495,707.604,30.488,13_4_8_PRATT.png
14,4,8,PRATT,12.011,721.22,29.368,14_4_8_PRATT.png
15,4,8,PRATT,12.462,741.147,28.316,15_4_8_PRATT.png
16,4,8,PRATT,12.978,760.424,27.356,16_4_8_PRATT.png
17,4,8,PRATT,13.651,775.59,26.257,17_4_8_PRATT.png
18,4,8,PRATT,14.094,808.024,25.224,18_4_8_PRATT.png
19,4,8,PRATT,14.485,848.33,24.215,19_4_8_PRATT.png
20,4,8,PRATT,15.122,873.692,23.373,20_4_8_PRATT.png
